,date,format,deck,wins,games
508,2023-06-29,LTR,Sultai (UBG),23,44
509,2023-06-29,LTR,Mardu (BRW),89,169
510,2023-06-29,LTR,Temur (RGU),22,44
511,2023-06-29,LTR,Abzan (GWB),157,290
512,2023-06-29,LTR,Esper (WUB),67,135
513,2023-06-29,LTR,Grixis (UBR),254,479
514,2023-06-29,LTR,Jund (BRG),90,172
515,2023-06-29,LTR,Naya (RGW),35,66
516,2023-06-29,LTR,Bant (GWU),60,106
517,2023-06-29,LTR,Jeskai (WUR) + Splash,3,6
518,2023-06-29,LTR,Sultai (UBG) + Splash,6,14
519,2023-06-29,LTR,Mardu (BRW) + Splash,10,20
520,2023-06-29,LTR,Temur (RGU) + Splash,9,21
521,2023-06-29,LTR,Abzan (GWB) + Splash,32,58
522,2023-06-29,LTR,Esper (WUB) + Splash,2,5
523,2023-06-29,LTR,Grixis (UBR) + Splash,25,40
524,2023-06-29,LTR,Jund (BRG) + Splash,7,15
525,2023-06-29,LTR,Naya (RGW) + Splash,37,71
526,2023-06-29,LTR,Bant (GWU) + Splash,17,46
527,2023-06-29,LTR,Four-color,27,51
528,2023-06-29,LTR,Four-color + Splash,14,39
529,2023-06-29,LTR,Five-color,4,8
530,2023-06-30,LTR,Mono-White,2,5
531,2023-06-30,LTR,Mono-Blue,1,4
532,2023-06-30,LTR,Mono-Black,20,28
533,2023-06-30,LTR,Mono-Red,21,38
534,2023-06-30,LTR,Mono-Green,0,0
535,2023-06-30,LTR,Mono-White + Splash,15,27
536,2023-06-30,LTR,Mono-Blue + Splash,35,67
537,2023-06-30,LTR,Mono-Black + Splash,23,48
538,2023-06-30,LTR,Mono-Red + Splash,12,15
539,2023-06-30,LTR,Mono-Green + Splash,8,24
540,2023-06-30,LTR,Azorius (WU),540,1004
541,2023-06-30,LTR,Dimir (UB),1201,2104
542,2023-06-30,LTR,Rakdos (BR),3075,5113
543,2023-06-30,LTR,Gruul (RG),198,352
544,2023-06-30,LTR,Selesnya (GW),297,579
545,2023-06-30,LTR,Orzhov (WB),1369,2386
546,2023-06-30,LTR,Golgari (BG),374,666
547,2023-06-30,LTR,Simic (GU),334,658
548,2023-06-30,LTR,Izzet (UR),1527,2696
549,2023-06-30,LTR,Boros (RW),1204,2139
550,2023-06-30,LTR,Azorius (WU) + Splash,109,245
551,2023-06-30,LTR,Dimir (UB) + Splash,462,904
552,2023-06-30,LTR,Rakdos (BR) + Splash,490,884
553,2023-06-30,LTR,Gruul (RG) + Splash,131,266
554,2023-06-30,LTR,Selesnya (GW) + Splash,272,506
555,2023-06-30,LTR,Orzhov (WB) + Splash,296,596
556,2023-06-30,LTR,Golgari (BG) + Splash,248,446
557,2023-06-30,LTR,Simic (GU) + Splash,127,269
558,2023-06-30,LTR,Izzet (UR) + Splash,355,655
559,2023-06-30,LTR,Boros (RW) + Splash,106,220
560,2023-06-30,LTR,Jeskai (WUR),44,87
561,2023-06-30,LTR,Sultai (UBG),61,122
562,2023-06-30,LTR,Mardu (BRW),115,213
563,2023-06-30,LTR,Temur (RGU),13,33
564,2023-06-30,LTR,Abzan (GWB),150,284
565,2023-06-30,LTR,Esper (WUB),98,213
566,2023-06-30,LTR,Grixis (UBR),217,435
567,2023-06-30,LTR,Jund (BRG),111,203
568,2023-06-30,LTR,Naya (RGW),85,161
569,2023-06-30,LTR,Bant (GWU),57,115
570,2023-06-30,LTR,Jeskai (WUR) + Splash,0,0
571,2023-06-30,LTR,Sultai (UBG) + Splash,12,21
572,2023-06-30,LTR,Mardu (BRW) + Splash,5,12
573,2023-06-30,LTR,Temur (RGU) + Splash,8,25
574,2023-06-30,LTR,Abzan (GWB) + Splash,31,54
575,2023-06-30,LTR,Esper (WUB) + Splash,5,9
576,2023-06-30,LTR,Grixis (UBR) + Splash,6,12
577,2023-06-30,LTR,Jund (BRG) + Splash,15,27
578,2023-06-30,LTR,Naya (RGW) + Splash,19,38
579,2023-06-30,LTR,Bant (GWU) + Splash,33,66
580,2023-06-30,LTR,Four-color,50,89
581,2023-06-30,LTR,Four-color + Splash,25,52
582,2023-06-30,LTR,Five-color,0,1
583,2023-07-01,LTR,Mono-White,0,0
584,2023-07-01,LTR,Mono-Blue,0,0
585,2023-07-01,LTR,Mono-Black,10,20
586,2023-07-01,LTR,Mono-Red,7,10
587,2023-07-01,LTR,Mono-Green,0,3
588,2023-07-01,LTR,Mono-White + Splash,6,13
589,2023-07-01,LTR,Mono-Blue + Splash,15,29
590,2023-07-01,LTR,Mono-Black + Splash,46,66
591,2023-07-01,LTR,Mono-Red + Splash,3,7
592,2023-07-01,LTR,Mono-Green + Splash,14,22
593,2023-07-01,LTR,Azorius (WU),328,607
594,2023-07-01,LTR,Dimir (UB),877,1484
595,2023-07-01,LTR,Rakdos (BR),2090,3592
596,2023-07-01,LTR,Gruul (RG),141,238
597,2023-07-01,LTR,Selesnya (GW),304,582
598,2023-07-01,LTR,Orzhov (WB),943,1599
599,2023-07-01,LTR,Golgari (BG),273,473
600,2023-07-01,LTR,Simic (GU),267,516
601,2023-07-01,LTR,Izzet (UR),1411,2425
602,2023-07-01,LTR,Boros (RW),923,1679
603,2023-07-01,LTR,Azorius (WU) + Splash,115,236
604,2023-07-01,LTR,Dimir (UB) + Splash,440,810
605,2023-07-01,LTR,Rakdos (BR) + Splash,425,777
606,2023-07-01,LTR,Gruul (RG) + Splash,97,195
607,2023-07-01,LTR,Selesnya (GW) + Splash,151,292
608,2023-07-01,LTR,Orzhov (WB) + Splash,287,513
609,2023-07-01,LTR,Golgari (BG) + Splash,175,312
610,2023-07-01,LTR,Simic (GU) + Splash,79,171
611,2023-07-01,LTR,Izzet (UR) + Splash,285,538
612,2023-07-01,LTR,Boros (RW) + Splash,125,232
613,2023-07-01,LTR,Jeskai (WUR),33,59
614,2023-07-01,LTR,Sultai (UBG),29,55
615,2023-07-01,LTR,Mardu (BRW),73,142
616,2023-07-01,LTR,Temur (RGU),12,26
617,2023-07-01,LTR,Abzan (GWB),133,253
618,2023-07-01,LTR,Esper (WUB),78,156
619,2023-07-01,LTR,Grixis (UBR),220,403
620,2023-07-01,LTR,Jund (BRG),76,151
621,2023-07-01,LTR,Naya (RGW),24,61
622,2023-07-01,LTR,Bant (GWU),51,103
623,2023-07-01,LTR,Jeskai (WUR) + Splash,0,0
624,2023-07-01,LTR,Sultai (UBG) + Splash,9,22
625,2023-07-01,LTR,Mardu (BRW) + Splash,11,26
626,2023-07-01,LTR,Temur (RGU) + Splash,5,16
627,2023-07-01,LTR,Abzan (GWB) + Splash,12,27
628,2023-07-01,LTR,Esper (WUB) + Splash,9,17
629,2023-07-01,LTR,Grixis (UBR) + Splash,14,25
630,2023-07-01,LTR,Jund (BRG) + Splash,16,28
631,2023-07-01,LTR,Naya (RGW) + Splash,42,84
632,2023-07-01,LTR,Bant (GWU) + Splash,4,16
633,2023-07-01,LTR,Four-color,15,37
634,2023-07-01,LTR,Four-color + Splash,27,46
635,2023-07-01,LTR,Five-color,8,17
636,2023-07-02,LTR,Mono-White,0,0
637,2023-07-02,LTR,Mono-Blue,0,0
638,2023-07-02,LTR,Mono-Black,21,32
639,2023-07-02,LTR,Mono-Red,12,21
640,2023-07-02,LTR,Mono-Green,0,0
641,2023-07-02,LTR,Mono-White + Splash,4,4
642,2023-07-02,LTR,Mono-Blue + Splash,20,36
643,2023-07-02,LTR,Mono-Black + Splash,20,34
644,2023-07-02,LTR,Mono-Red + Splash,9,18
645,2023-07-02,LTR,Mono-Green + Splash,3,6
646,2023-07-02,LTR,Azorius (WU),379,695
647,2023-07-02,LTR,Dimir (UB),1030,1770
648,2023-07-02,LTR,Rakdos (BR),2435,4044
649,2023-07-02,LTR,Gruul (RG),140,268
650,2023-07-02,LTR,Selesnya (GW),244,492
651,2023-07-02,LTR,Orzhov (WB),989,1753
652,2023-07-02,LTR,Golgari (BG),302,517
653,2023-07-02,LTR,Simic (GU),201,423
654,2023-07-02,LTR,Izzet (UR),1410,2458
655,2023-07-02,LTR,Boros (RW),1053,1786
656,2023-07-02,LTR,Azorius (WU) + Splash,142,283
657,2023-07-02,LTR,Dimir (UB) + Splash,419,769
658,2023-07-02,LTR,Rakdos (BR) + Splash,396,719
659,2023-07-02,LTR,Gruul (RG) + Splash,84,149
660,2023-07-02,LTR,Selesnya (GW) + Splash,231,432
661,2023-07-02,LTR,Orzhov (WB) + Splash,273,515
662,2023-07-02,LTR,Golgari (BG) + Splash,161,311
663,2023-07-02,LTR,Simic (GU) + Splash,153,276
664,2023-07-02,LTR,Izzet (UR) + Splash,343,585
665,2023-07-02,LTR,Boros (RW) + Splash,138,255
666,2023-07-02,LTR,Jeskai (WUR),52,101
667,2023-07-02,LTR,Sultai (UBG),31,58
668,2023-07-02,LTR,Mardu (BRW),69,139
669,2023-07-02,LTR,Temur (RGU),22,42
670,2023-07-02,LTR,Abzan (GWB),93,175
671,2023-07-02,LTR,Esper (WUB),72,152
672,2023-07-02,LTR,Grixis (UBR),274,520
673,2023-07-02,LTR,Jund (BRG),63,123
674,2023-07-02,LTR,Naya (RGW),50,92
675,2023-07-02,LTR,Bant (GWU),27,63
676,2023-07-02,LTR,Jeskai (WUR) + Splash,3,9
677,2023-07-02,LTR,Sultai (UBG) + Splash,2,13
678,2023-07-02,LTR,Mardu (BRW) + Splash,4,8
679,2023-07-02,LTR,Temur (RGU) + Splash,18,35
680,2023-07-02,LTR,Abzan (GWB) + Splash,21,36
681,2023-07-02,LTR,Esper (WUB) + Splash,8,14
682,2023-07-02,LTR,Grixis (UBR) + Splash,4,12
683,2023-07-02,LTR,Jund (BRG) + Splash,11,24
684,2023-07-02,LTR,Naya (RGW) + Splash,21,40
685,2023-07-02,LTR,Bant (GWU) + Splash,8,16
686,2023-07-02,LTR,Four-color,37,69
687,2023-07-02,LTR,Four-color + Splash,9,17
688,2023-07-02,LTR,Five-color,0,0
689,2023-07-03,LTR,Mono-White,0,0
690,2023-07-03,LTR,Mono-Blue,0,3
691,2023-07-03,LTR,Mono-Black,43,61
692,2023-07-03,LTR,Mono-Red,27,41
693,2023-07-03,LTR,Mono-Green,0,1
694,2023-07-03,LTR,Mono-White + Splash,1,4
695,2023-07-03,LTR,Mono-Blue + Splash,11,15
696,2023-07-03,LTR,Mono-Black + Splash,27,45
697,2023-07-03,LTR,Mono-Red + Splash,9,17
698,2023-07-03,LTR,Mono-Green + Splash,5,10
699,2023-07-03,LTR,Azorius (WU),369,704
700,2023-07-03,LTR,Dimir (UB),1219,2102
701,2023-07-03,LTR,Rakdos (BR),2618,4456
702,2023-07-03,LTR,Gruul (RG),129,227
703,2023-07-03,LTR,Selesnya (GW),350,624
704,2023-07-03,LTR,Orzhov (WB),1247,2072
705,2023-07-03,LTR,Golgari (BG),331,583
706,2023-07-03,LTR,Simic (GU),228,426
707,2023-07-03,LTR,Izzet (UR),1694,2951
708,2023-07-03,LTR,Boros (RW),1274,2158
709,2023-07-03,LTR,Azorius (WU) + Splash,153,273
710,2023-07-03,LTR,Dimir (UB) + Splash,523,971
711,2023-07-03,LTR,Rakdos (BR) + Splash,496,916
712,2023-07-03,LTR,Gruul (RG) + Splash,138,268
713,2023-07-03,LTR,Selesnya (GW) + Splash,235,468
714,2023-07-03,LTR,Orzhov (WB) + Splash,342,586
715,2023-07-03,LTR,Golgari (BG) + Splash,201,343
716,2023-07-03,LTR,Simic (GU) + Splash,131,268
717,2023-07-03,LTR,Izzet (UR) + Splash,399,773
718,2023-07-03,LTR,Boros (RW) + Splash,111,213
719,2023-07-03,LTR,Jeskai (WUR),50,97
720,2023-07-03,LTR,Sultai (UBG),38,60
721,2023-07-03,LTR,Mardu (BRW),83,169
722,2023-07-03,LTR,Temur (RGU),18,44
723,2023-07-03,LTR,Abzan (GWB),166,329
724,2023-07-03,LTR,Esper (WUB),61,146
725,2023-07-03,LTR,Grixis (UBR),266,538
726,2023-07-03,LTR,Jund (BRG),100,179
727,2023-07-03,LTR,Naya (RGW),64,126
728,2023-07-03,LTR,Bant (GWU),21,52
729,2023-07-03,LTR,Jeskai (WUR) + Splash,4,9
730,2023-07-03,LTR,Sultai (UBG) + Splash,13,24
731,2023-07-03,LTR,Mardu (BRW) + Splash,3,9
732,2023-07-03,LTR,Temur (RGU) + Splash,4,8
733,2023-07-03,LTR,Abzan (GWB) + Splash,22,52
734,2023-07-03,LTR,Esper (WUB) + Splash,7,13
735,2023-07-03,LTR,Grixis (UBR) + Splash,9,25
736,2023-07-03,LTR,Jund (BRG) + Splash,14,25
737,2023-07-03,LTR,Naya (RGW) + Splash,25,51
738,2023-07-03,LTR,Bant (GWU) + Splash,26,43
739,2023-07-03,LTR,Four-color,27,64
740,2023-07-03,LTR,Four-color + Splash,12,27
741,2023-07-03,LTR,Five-color,3,5
742,2023-07-04,LTR,Mono-White,0,0
743,2023-07-04,LTR,Mono-Blue,2,5
744,2023-07-04,LTR,Mono-Black,12,18
745,2023-07-04,LTR,Mono-Red,0,1
746,2023-07-04,LTR,Mono-Green,0,0
747,2023-07-04,LTR,Mono-White + Splash,9,18
748,2023-07-04,LTR,Mono-Blue + Splash,11,27
749,2023-07-04,LTR,Mono-Black + Splash,45,65
750,2023-07-04,LTR,Mono-Red + Splash,5,10
751,2023-07-04,LTR,Mono-Green + Splash,7,15
752,2023-07-04,LTR,Azorius (WU),367,693
753,2023-07-04,LTR,Dimir (UB),1072,1904
754,2023-07-04,LTR,Rakdos (BR),2635,4508
755,2023-07-04,LTR,Gruul (RG),154,279
756,2023-07-04,LTR,Selesnya (GW),254,483
757,2023-07-04,LTR,Orzhov (WB),1211,2109
758,2023-07-04,LTR,Golgari (BG),390,695
759,2023-07-04,LTR,Simic (GU),257,506
760,2023-07-04,LTR,Izzet (UR),1586,2742
761,2023-07-04,LTR,Boros (RW),1110,1987
762,2023-07-04,LTR,Azorius (WU) + Splash,90,205
763,2023-07-04,LTR,Dimir (UB) + Splash,567,1066
764,2023-07-04,LTR,Rakdos (BR) + Splash,446,855
765,2023-07-04,LTR,Gruul (RG) + Splash,95,202
766,2023-07-04,LTR,Selesnya (GW) + Splash,274,511
767,2023-07-04,LTR,Orzhov (WB) + Splash,297,544
768,2023-07-04,LTR,Golgari (BG) + Splash,270,462
769,2023-07-04,LTR,Simic (GU) + Splash,141,286
770,2023-07-04,LTR,Izzet (UR) + Splash,417,779
771,2023-07-04,LTR,Boros (RW) + Splash,150,277
772,2023-07-04,LTR,Jeskai (WUR),67,122
773,2023-07-04,LTR,Sultai (UBG),46,92
774,2023-07-04,LTR,Mardu (BRW),65,140
775,2023-07-04,LTR,Temur (RGU),27,51
776,2023-07-04,LTR,Abzan (GWB),163,288
777,2023-07-04,LTR,Esper (WUB),88,189
778,2023-07-04,LTR,Grixis (UBR),284,496
779,2023-07-04,LTR,Jund (BRG),97,205
780,2023-07-04,LTR,Naya (RGW),56,102
781,2023-07-04,LTR,Bant (GWU),47,86
782,2023-07-04,LTR,Jeskai (WUR) + Splash,3,7
783,2023-07-04,LTR,Sultai (UBG) + Splash,34,66
784,2023-07-04,LTR,Mardu (BRW) + Splash,6,12
785,2023-07-04,LTR,Temur (RGU) + Splash,6,19
786,2023-07-04,LTR,Abzan (GWB) + Splash,21,51
787,2023-07-04,LTR,Esper (WUB) + Splash,14,32
788,2023-07-04,LTR,Grixis (UBR) + Splash,3,9
789,2023-07-04,LTR,Jund (BRG) + Splash,33,62
790,2023-07-04,LTR,Naya (RGW) + Splash,53,88
791,2023-07-04,LTR,Bant (GWU) + Splash,43,77
792,2023-07-04,LTR,Four-color,35,63
793,2023-07-04,LTR,Four-color + Splash,20,40
794,2023-07-04,LTR,Five-color,3,9
795,2023-07-05,LTR,Mono-White,1,3
796,2023-07-05,LTR,Mono-Blue,4,7
797,2023-07-05,LTR,Mono-Black,1,6
798,2023-07-05,LTR,Mono-Red,4,6
799,2023-07-05,LTR,Mono-Green,0,0
800,2023-07-05,LTR,Mono-White + Splash,3,7
801,2023-07-05,LTR,Mono-Blue + Splash,7,16
802,2023-07-05,LTR,Mono-Black + Splash,59,87
803,2023-07-05,LTR,Mono-Red + Splash,18,29
804,2023-07-05,LTR,Mono-Green + Splash,5,7
805,2023-07-05,LTR,Azorius (WU),286,549
806,2023-07-05,LTR,Dimir (UB),950,1667
807,2023-07-05,LTR,Rakdos (BR),2102,3513
808,2023-07-05,LTR,Gruul (RG),128,231
809,2023-07-05,LTR,Selesnya (GW),273,494
810,2023-07-05,LTR,Orzhov (WB),864,1534
811,2023-07-05,LTR,Golgari (BG),327,568
812,2023-07-05,LTR,Simic (GU),195,416
813,2023-07-05,LTR,Izzet (UR),1495,2532
814,2023-07-05,LTR,Boros (RW),977,1698
815,2023-07-05,LTR,Azorius (WU) + Splash,141,279
816,2023-07-05,LTR,Dimir (UB) + Splash,477,864
817,2023-07-05,LTR,Rakdos (BR) + Splash,433,800
818,2023-07-05,LTR,Gruul (RG) + Splash,109,225
819,2023-07-05,LTR,Selesnya (GW) + Splash,224,418
820,2023-07-05,LTR,Orzhov (WB) + Splash,249,480
821,2023-07-05,LTR,Golgari (BG) + Splash,219,394
822,2023-07-05,LTR,Simic (GU) + Splash,88,194
823,2023-07-05,LTR,Izzet (UR) + Splash,329,597
824,2023-07-05,LTR,Boros (RW) + Splash,123,224
825,2023-07-05,LTR,Jeskai (WUR),38,84
826,2023-07-05,LTR,Sultai (UBG),35,66
827,2023-07-05,LTR,Mardu (BRW),62,113
828,2023-07-05,LTR,Temur (RGU),13,43
829,2023-07-05,LTR,Abzan (GWB),144,281
830,2023-07-05,LTR,Esper (WUB),75,146
831,2023-07-05,LTR,Grixis (UBR),211,413
832,2023-07-05,LTR,Jund (BRG),58,118
833,2023-07-05,LTR,Naya (RGW),66,115
834,2023-07-05,LTR,Bant (GWU),23,50
835,2023-07-05,LTR,Jeskai (WUR) + Splash,11,25
836,2023-07-05,LTR,Sultai (UBG) + Splash,10,18
837,2023-07-05,LTR,Mardu (BRW) + Splash,0,0
838,2023-07-05,LTR,Temur (RGU) + Splash,7,10
839,2023-07-05,LTR,Abzan (GWB) + Splash,24,46
840,2023-07-05,LTR,Esper (WUB) + Splash,14,33
841,2023-07-05,LTR,Grixis (UBR) + Splash,21,39
842,2023-07-05,LTR,Jund (BRG) + Splash,9,19
843,2023-07-05,LTR,Naya (RGW) + Splash,28,68
844,2023-07-05,LTR,Bant (GWU) + Splash,38,71
845,2023-07-05,LTR,Four-color,30,66
846,2023-07-05,LTR,Four-color + Splash,29,56
847,2023-07-05,LTR,Five-color,4,8
848,2023-07-06,LTR,Mono-White,7,9
849,2023-07-06,LTR,Mono-Blue,10,16
850,2023-07-06,LTR,Mono-Black,15,25
851,2023-07-06,LTR,Mono-Red,2,4
852,2023-07-06,LTR,Mono-Green,0,0
853,2023-07-06,LTR,Mono-White + Splash,5,11
854,2023-07-06,LTR,Mono-Blue + Splash,28,51
855,2023-07-06,LTR,Mono-Black + Splash,56,83
856,2023-07-06,LTR,Mono-Red + Splash,17,25
857,2023-07-06,LTR,Mono-Green + Splash,10,21
858,2023-07-06,LTR,Azorius (WU),304,596
859,2023-07-06,LTR,Dimir (UB),1103,1916
860,2023-07-06,LTR,Rakdos (BR),2149,3667
861,2023-07-06,LTR,Gruul (RG),117,190
862,2023-07-06,LTR,Selesnya (GW),243,459
863,2023-07-06,LTR,Orzhov (WB),945,1641
864,2023-07-06,LTR,Golgari (BG),349,613
865,2023-07-06,LTR,Simic (GU),198,369
866,2023-07-06,LTR,Izzet (UR),1436,2478
867,2023-07-06,LTR,Boros (RW),874,1514
868,2023-07-06,LTR,Azorius (WU) + Splash,183,332
869,2023-07-06,LTR,Dimir (UB) + Splash,471,885
870,2023-07-06,LTR,Rakdos (BR) + Splash,455,841
871,2023-07-06,LTR,Gruul (RG) + Splash,109,197
872,2023-07-06,LTR,Selesnya (GW) + Splash,217,399
873,2023-07-06,LTR,Orzhov (WB) + Splash,269,495
874,2023-07-06,LTR,Golgari (BG) + Splash,212,395
875,2023-07-06,LTR,Simic (GU) + Splash,140,268
876,2023-07-06,LTR,Izzet (UR) + Splash,393,717
877,2023-07-06,LTR,Boros (RW) + Splash,104,209
878,2023-07-06,LTR,Jeskai (WUR),58,113
879,2023-07-06,LTR,Sultai (UBG),53,99
880,2023-07-06,LTR,Mardu (BRW),94,181
881,2023-07-06,LTR,Temur (RGU),26,46
882,2023-07-06,LTR,Abzan (GWB),103,187
883,2023-07-06,LTR,Esper (WUB),89,182
884,2023-07-06,LTR,Grixis (UBR),249,456
885,2023-07-06,LTR,Jund (BRG),69,140
886,2023-07-06,LTR,Naya (RGW),59,111
887,2023-07-06,LTR,Bant (GWU),50,92
888,2023-07-06,LTR,Jeskai (WUR) + Splash,5,10
889,2023-07-06,LTR,Sultai (UBG) + Splash,12,30
890,2023-07-06,LTR,Mardu (BRW) + Splash,8,11
891,2023-07-06,LTR,Temur (RGU) + Splash,11,29
892,2023-07-06,LTR,Abzan (GWB) + Splash,33,48
893,2023-07-06,LTR,Esper (WUB) + Splash,9,22
894,2023-07-06,LTR,Grixis (UBR) + Splash,19,34
895,2023-07-06,LTR,Jund (BRG) + Splash,29,55
896,2023-07-06,LTR,Naya (RGW) + Splash,36,67
897,2023-07-06,LTR,Bant (GWU) + Splash,21,47
898,2023-07-06,LTR,Four-color,29,58
899,2023-07-06,LTR,Four-color + Splash,17,34
900,2023-07-06,LTR,Five-color,0,0
901,2023-07-07,LTR,Mono-White,2,5
902,2023-07-07,LTR,Mono-Blue,0,0
903,2023-07-07,LTR,Mono-Black,0,0
904,2023-07-07,LTR,Mono-Red,12,19
905,2023-07-07,LTR,Mono-Green,0,0
906,2023-07-07,LTR,Mono-White + Splash,16,25
907,2023-07-07,LTR,Mono-Blue + Splash,17,29
908,2023-07-07,LTR,Mono-Black + Splash,26,40
909,2023-07-07,LTR,Mono-Red + Splash,16,24
910,2023-07-07,LTR,Mono-Green + Splash,2,8
911,2023-07-07,LTR,Azorius (WU),317,617
912,2023-07-07,LTR,Dimir (UB),1056,1864
913,2023-07-07,LTR,Rakdos (BR),2067,3553
914,2023-07-07,LTR,Gruul (RG),103,199
915,2023-07-07,LTR,Selesnya (GW),226,416
916,2023-07-07,LTR,Orzhov (WB),993,1734
917,2023-07-07,LTR,Golgari (BG),276,516
918,2023-07-07,LTR,Simic (GU),201,403
919,2023-07-07,LTR,Izzet (UR),1472,2554
920,2023-07-07,LTR,Boros (RW),817,1464
921,2023-07-07,LTR,Azorius (WU) + Splash,113,213
922,2023-07-07,LTR,Dimir (UB) + Splash,501,949
923,2023-07-07,LTR,Rakdos (BR) + Splash,377,718
924,2023-07-07,LTR,Gruul (RG) + Splash,110,217
925,2023-07-07,LTR,Selesnya (GW) + Splash,245,472
926,2023-07-07,LTR,Orzhov (WB) + Splash,231,415
927,2023-07-07,LTR,Golgari (BG) + Splash,222,403
928,2023-07-07,LTR,Simic (GU) + Splash,117,241
929,2023-07-07,LTR,Izzet (UR) + Splash,421,773
930,2023-07-07,LTR,Boros (RW) + Splash,132,245
931,2023-07-07,LTR,Jeskai (WUR),46,86
932,2023-07-07,LTR,Sultai (UBG),64,120
933,2023-07-07,LTR,Mardu (BRW),57,113
934,2023-07-07,LTR,Temur (RGU),15,28
935,2023-07-07,LTR,Abzan (GWB),142,278
936,2023-07-07,LTR,Esper (WUB),67,140
937,2023-07-07,LTR,Grixis (UBR),285,529
938,2023-07-07,LTR,Jund (BRG),71,141
939,2023-07-07,LTR,Naya (RGW),62,119
940,2023-07-07,LTR,Bant (GWU),45,92
941,2023-07-07,LTR,Jeskai (WUR) + Splash,0,2
942,2023-07-07,LTR,Sultai (UBG) + Splash,16,32
943,2023-07-07,LTR,Mardu (BRW) + Splash,9,18
944,2023-07-07,LTR,Temur (RGU) + Splash,21,42
945,2023-07-07,LTR,Abzan (GWB) + Splash,38,74
946,2023-07-07,LTR,Esper (WUB) + Splash,9,21
947,2023-07-07,LTR,Grixis (UBR) + Splash,7,16
948,2023-07-07,LTR,Jund (BRG) + Splash,17,41
949,2023-07-07,LTR,Naya (RGW) + Splash,45,93
950,2023-07-07,LTR,Bant (GWU) + Splash,33,67
951,2023-07-07,LTR,Four-color,31,69
952,2023-07-07,LTR,Four-color + Splash,27,50
953,2023-07-07,LTR,Five-color,0,6
954,2023-07-08,LTR,Mono-White,3,6
955,2023-07-08,LTR,Mono-Black,7,8
956,2023-07-08,LTR,Mono-Red,12,19
957,2023-07-08,LTR,Mono-White + Splash,5,9
958,2023-07-08,LTR,Mono-Blue + Splash,4,13
959,2023-07-08,LTR,Mono-Black + Splash,6,13
960,2023-07-08,LTR,Mono-Red + Splash,0,1
961,2023-07-08,LTR,Mono-Green + Splash,10,19
962,2023-07-08,LTR,Azorius (WU),279,495
963,2023-07-08,LTR,Dimir (UB),892,1546
964,2023-07-08,LTR,Rakdos (BR),1608,2741
965,2023-07-08,LTR,Gruul (RG),113,203
966,2023-07-08,LTR,Selesnya (GW),186,355
967,2023-07-08,LTR,Orzhov (WB),810,1413
968,2023-07-08,LTR,Golgari (BG),256,446
969,2023-07-08,LTR,Simic (GU),173,339
970,2023-07-08,LTR,Izzet (UR),1126,2042
971,2023-07-08,LTR,Boros (RW),774,1395
972,2023-07-08,LTR,Azorius (WU) + Splash,108,226
973,2023-07-08,LTR,Dimir (UB) + Splash,467,878
974,2023-07-08,LTR,Rakdos (BR) + Splash,355,646
975,2023-07-08,LTR,Gruul (RG) + Splash,86,147
976,2023-07-08,LTR,Selesnya (GW) + Splash,251,472
977,2023-07-08,LTR,Orzhov (WB) + Splash,202,378
978,2023-07-08,LTR,Golgari (BG) + Splash,199,369
979,2023-07-08,LTR,Simic (GU) + Splash,103,195
980,2023-07-08,LTR,Izzet (UR) + Splash,328,585
981,2023-07-08,LTR,Boros (RW) + Splash,91,186
982,2023-07-08,LTR,Jeskai (WUR),42,74
983,2023-07-08,LTR,Sultai (UBG),47,89
984,2023-07-08,LTR,Mardu (BRW),84,165
985,2023-07-08,LTR,Temur (RGU),20,41
986,2023-07-08,LTR,Abzan (GWB),111,231
987,2023-07-08,LTR,Esper (WUB),54,109
988,2023-07-08,LTR,Grixis (UBR),267,493
989,2023-07-08,LTR,Jund (BRG),47,101
990,2023-07-08,LTR,Naya (RGW),51,86
991,2023-07-08,LTR,Bant (GWU),45,87
992,2023-07-08,LTR,Jeskai (WUR) + Splash,2,7
993,2023-07-08,LTR,Sultai (UBG) + Splash,19,36
994,2023-07-08,LTR,Mardu (BRW) + Splash,5,8
995,2023-07-08,LTR,Temur (RGU) + Splash,8,15
996,2023-07-08,LTR,Abzan (GWB) + Splash,28,58
997,2023-07-08,LTR,Esper (WUB) + Splash,11,21
998,2023-07-08,LTR,Grixis (UBR) + Splash,19,35
999,2023-07-08,LTR,Jund (BRG) + Splash,18,34
1000,2023-07-08,LTR,Naya (RGW) + Splash,37,60
1001,2023-07-08,LTR,Bant (GWU) + Splash,47,87
1002,2023-07-08,LTR,Four-color,22,45
1003,2023-07-08,LTR,Four-color + Splash,35,66
1004,2023-07-08,LTR,Five-color,6,12
